username,profile_link,city,state,country,recent_ride_locations,admin_region,is_regional_admin
creed27,https://www.trailforks.com/profile/creed27,Minneapolis,Minnesota,USA,"['Minnetonka', 'Minnesota River Bottoms', 'West Lake Marion Park', 'Bloomington', 'Metro Region', 'Minneapolis', 'Avoriaz MTB &nearr;', 'Les Gets Bike Park &nearr;', 'Lebanon Hills', 'Tioga Recreation Area', 'Split Rock Wilds', 'Lone Lake Park', 'East Bluff Bike Park', 'Copper Harbor', 'Copper Harbor Trail System', 'Murphy-Hanrehan Park', 'Whitetail Ridge', 'Kinnickinnic State Park', 'Willow River State Park', 'Cuyuna Country State Recreation Area', 'Mission Creek', 'Pine Valley Ski Trails', 'Chequamegon Area (CAMBA)', 'Duluth', 'Elm Creek Park', 'Theodore Wirth Park', 'Battle Creek', 'St. Paul', 'WinMan Trails', 'Grand Mesa', 'Bike Snowmass &nearr;', 'Bike Snowmass', 'Coal Bank and Molas Pass', 'Telluride Bike Park &nearr;', 'Monarch - Carver Park Reserve', 'Giants Ridge &nearr;', 'Lutsen Mountains', 'Hawks Ridge', 'Mont du Lac', 'Spirit Mountain &nearr;', 'Spirit Mountain', 'Minnesota River Trail', 'Web Lake', 'Redhead Mountain Bike Park', 'Seeley', 'Shepherd Mountain Bike Park', 'Crystal Bridges', 'Coler Preserve', 'Swope Park', 'Breckenridge', 'In Town Trails', 'Steamboat Springs', 'Steamboat Bike Park', 'Emerald Mountain', 'Hillside City Park', ""Giant's Ridge"", 'Piedmont & Brewer', 'Woolly Trails', 'Rock Lake State Nature Area', 'Lester Park', 'Beltrami County', 'Dogdown Cluster', 'Marquette South Trails', 'Quad Cities', 'Eastern', 'Salida', 'Crested Butte', 'Buffalo Pass', 'Highway OO']","{'region_link': '', 'region_name': ''}",False
Kernaltroutman,https://www.trailforks.com/profile/Kernaltroutman,unknown,unknown,unknown,"['Northfield', ""Kaplan's Woods Park"", 'Lanesboro', 'Murphy-Hanrehan Park', 'West Lake Marion Park', 'Stillwater', 'cumberland', 'Caron Park', 'Western Gateway', 'Mount Kato &nearr;', 'Lake Brophy County Park', 'Detroit Mountain Recreation Area', 'Otter Tail County', 'Spooner', 'Mount Kato', 'Spirit Mountain', 'Whitetail Ridge', 'Breckenridge', 'Palmer Park']","{'region_link': '', 'region_name': ''}",False
FullFisted,https://www.trailforks.com/profile/FullFisted,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
TheFigment,https://www.trailforks.com/profile/TheFigment,unknown,unknown,unknown,"['Lebanon Hills', 'West Lake Marion Park', 'Cuyuna Country State Recreation Area', 'Lakeville', 'Murphy-Hanrehan Park', 'Prior Lake', 'West Lake Marion MTB Trails']","{'region_link': '', 'region_name': ''}",False
jgaikwad,https://www.trailforks.com/profile/jgaikwad,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
MJRyan99,https://www.trailforks.com/profile/MJRyan99,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
phil0287,https://www.trailforks.com/profile/phil0287,unknown,unknown,unknown,"['Phoenix Sonoran Preserve', 'South Mountain Preserve', 'McDowell Sonoran Preserve', 'Lake Elmo', 'Redhead Mountain Bike Park', 'Irondale Township', 'Cuyuna Country State Recreation Area', 'Chequamegon Area (CAMBA)', 'Sunfish Lake Park', 'Virginia', 'Metro Region', 'Carver Lake Park', 'Hixon Forest - Lower and Upper', 'Battle Creek', 'Lebanon Hills', 'Kiwanis Recreation Area', 'Xcel Energy Mountain Bike Park', 'Theodore Wirth Park', 'Mount Kato', 'Lone Lake Park', ""Adam's Gulch"", 'Britton Peak', 'Mankato', 'Traverse des Sioux Park', 'Lookout Mountain', 'Burnsville', 'West Lake Marion Park', 'Murphy-Hanrehan Park', 'Minnesota River Bottoms', 'Salem Hills', 'Monarch - Carver Park Reserve', 'Lake Rebecca', 'Minnetonka', 'Elm Creek Park', 'Valley View Park', 'Cuyuna', 'Movil Maze Recreation Area']","{'region_link': '', 'region_name': ''}",False
voghan,https://www.trailforks.com/profile/voghan,Minneapolis,Minnesota,USA,"['Lone Lake Park', 'Murphy-Hanrehan Park', 'Kinnickinnic State Park', 'Battle Creek', 'Elm Creek Park', 'Lester Park Trails', 'Lebanon Hills', 'Piedmont & Brewer', 'Willow River State Park', 'Theodore Wirth Park', 'Hartley Park', 'Whitetail Ridge', 'Minneapolis', 'Lake Rebecca', 'Monarch - Carver Park Reserve', 'Bertram Chain of Lakes', 'Xcel Energy Mountain Bike Park', 'Maple Grove', 'Cuyuna Country State Recreation Area', 'West Lake Marion Park', 'Tioga Recreation Area', 'Bloomington', 'Lester Park', 'Vail Mountain', 'East Eagle', 'North Vail', 'Redhead Mountain Bike Park', 'Carver Lake Park', 'Elk River', 'Sunfish Lake Park', 'Chaska', 'Gamehaven', 'Hawks Ridge', 'Lake Elmo', 'Eagan', 'Big Sky Resort', 'Big Sky', 'Coon Rapids', 'Levis -Trow Mound', 'Welch Village MTB Park &nearr;', 'North Loop', 'Bertram Lake', 'Hillside City Park', 'Vail - North of I-70', 'Vail Mountain &nearr;', 'St. Paul', 'Lakeville', 'Valley View Park', 'Hickory Ridge', 'Salem Hills', 'Memorial Park', 'Mission Creek', 'Downieville', 'Monticello', 'Rock Lake State Nature Area', 'Levi-Trow Mound', 'Little Creek Mountain', 'Santa Clara River Reserve', 'Gooseberry Mesa', 'Jem Trail', 'Green Valley', 'Snow Canyon State Park', 'Hurricane', 'Vail']","{'region_link': '', 'region_name': ''}",False
Flusi,https://www.trailforks.com/profile/Flusi,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
DanLUbws7,https://www.trailforks.com/profile/DanLUbws7,unknown,unknown,unknown,"['Minneapolis', 'Theodore Wirth Park', 'Lebanon Hills', 'Marquette', 'Murphy-Hanrehan Park', 'Park Spring Park', 'Coler Mountain Bike Preserve', 'HandCut Hollow', 'Monument Trails at Devils Den State Park', 'Minnesota River Bottoms', 'Spirit Mountain Bike Park &nearr;', 'Piedmont & Brewer', 'Hartley Park', 'Cuyuna Country State Recreation Area', 'Metro Region', 'Split Rock Wilds', 'Britton Peak', 'Giants Ridge &nearr;', 'Redhead Mountain Bike Park', 'Elm Creek Park', 'Irondale Township', 'Chaska', 'Cuyuna', 'West Lake Marion Park', 'Battle Creek', 'Bloomington', 'Crystal Bridges', 'Coler Preserve', 'Passion Play', 'Bertram Chain of Lakes', 'Eagan', 'Centennial Park at Millsap Mountain', 'Slaughter Pen Trails', 'Little Sugar', 'Monarch - Carver Park Reserve', 'Whitetail Ridge', 'Spirit Mountain &nearr;', 'Metro', 'Hobbs State Park', 'Bentonville', 'Back 40', 'Minnesota River Trail', 'Carver Park Reserve', 'Inver Grove Heights', 'Adobe Jack', 'Western Gateway', 'Sedona', 'Carroll Canyon', 'Greenbush', 'Hermit Park Open Space', 'Heil Valley Ranch']","{'region_link': '', 'region_name': ''}",False
MTBJoyRider,https://www.trailforks.com/profile/MTBJoyRider,Lakeville,Minnesota,USA,"['Murphy-Hanrehan Park', 'Slaughter Pen Trails', 'Blowing Springs', 'Back 40', 'Rogers', 'Elk City Reservoir', 'Sandia Foothills - North', 'Klondike Bluffs', 'Klonzo', 'Navajo Rocks', 'Dead Horse Point', 'Moab Brand Trails', 'Panguitch', 'Hurricane Cliffs', 'Page', ""Phil's World"", 'Boggy Draw', 'Horse Gulch', 'Telluride Bike Park &nearr;', 'Telluride', 'Telluride Bike Park', 'Methodist Mountain Trail System', 'West Lake Marion Park', 'Theodore Wirth Park', 'Cable', 'Chequamegon Area (CAMBA)', 'Hayward', 'Crystal Bridges', 'Little Sugar', 'Seeley', 'Carver Lake Park', 'Lebanon Hills', 'Savage', 'Hayward Area Memorial Hospital Trails (CAMBA)', 'WinMan Trails', 'Tioga Recreation Area', 'Cuyuna Country State Recreation Area', 'Minnesota River Bottoms', 'Park Spring Park', 'Bella Vista', 'Cottage Grove', 'HandCut Hollow', 'Bentonville', 'Centennial Park at Millsap Mountain', 'Lake Fayetteville', 'Fayetteville', 'Golden', 'Red Wing', 'Eagan', 'Bloomington', 'Monarch - Carver Park Reserve', 'Coler Preserve', 'Hospital Trails', 'Moab', 'Kokopelli Loops', '18 Road', 'Brady', 'Central', 'Burnsville', 'Lakeville', 'Cuyuna', 'Lone Lake Park', 'Lester Park', 'Piedmont & Brewer', 'Redhead Mountain Bike Park', 'Lutsen', 'Tofte', 'Lake Rebecca', 'Terrace Oaks', 'Hawks Ridge', 'Elm Creek Park', 'Cleary Lake Regional Park', 'Lake Elmo Park Reserve', 'Douglas County', 'Sac River Trails', 'Center Trails', 'Chaska', 'Namakagon', 'West Lake Marion MTB Trails', 'American Legion Memorial Park', 'Grand Rapids', 'Cohasset', 'Northfield', 'Telemark', 'Rock Lake State Nature Area', 'Highway OO', 'Hospital Gateway Trails', 'Gail Lake Township', 'Hickory Ridge', 'Levis -Trow Mound', 'Bertram Chain of Lakes', 'Battle Creek', 'Inver Grove Heights', 'Prior Lake', 'Rice Lake']","{'region_link': '', 'region_name': ''}",False
Bikejunky1,https://www.trailforks.com/profile/Bikejunky1,unknown,unknown,unknown,"['Monarch - Carver Park Reserve', 'Lone Lake Park', 'Chaska', 'Lebanon Hills', 'Redhead Mountain Bike Park', 'Theodore Wirth Park', 'Lake Rebecca', 'Detroit Lakes', 'Detroit Mountain Recreation Area', 'River Falls', 'Whitetail Ridge', 'Murphy-Hanrehan Park', 'Rockford', 'Xcel Energy Mountain Bike Park', 'Hawks Ridge', 'Cuyuna Country State Recreation Area', 'Santa Clara River Reserve', 'Green Valley', 'Hurricane', 'Elm Creek Park', 'Apex Park', 'Bloomington', 'Mount Kato', 'Cuyuna', 'Copper Harbor Trail System', 'East Bluff Bike Park', 'Copper Harbor', 'WinMan Trails', 'Spirit Mountain &nearr;', 'Lester Park', 'Bertram Chain of Lakes', 'Dry Creek', 'Fort Valley Trail System', 'Village of Oak Creek', 'Broken Arrow', 'Battle Creek', 'Coon Rapids', 'Minnetonka', 'Carver Park Reserve', 'Minneapolis', 'Minnesota River Bottoms', 'Michigan Tech Trails', 'Chequamegon Area (CAMBA)', 'Spooner', 'Las Catalinas', 'West Lake Marion MTB Trails', 'Swedetown Trails', 'Piedmont & Brewer', 'Lakeville', 'Sedona']","{'region_link': '', 'region_name': ''}",False
waffleswaffles,https://www.trailforks.com/profile/waffleswaffles,Winona,Minnesota,USA,"['Minnesota River Bottoms', 'Theodore Wirth Park', 'Murphy-Hanrehan Park', 'Elm Creek Park', 'Marquette', 'Sunfish Lake Park', 'Lebanon Hills', 'Bertram Chain of Lakes', 'Minneapolis', 'Coler Preserve', 'Bella Vista', 'Park Spring Park', 'Crystal Bridges', 'Back 40', 'Bloomington', 'Klondike Bluffs', 'Sand Flats Recreation Area', 'Moab Brand Trails', 'Cuyuna Country State Recreation Area', 'Coon Rapids', 'Carver Lake Park', 'Hospital Trails', 'Seeley', 'Battle Creek', 'Chaska', 'West Lake Marion Park', 'Chequamegon Area (CAMBA)', 'Elk River', 'Hillside City Park', 'Lake Rebecca', 'Douglas County', 'Northfield', 'Bertram Lake', 'Namakagon', 'Rock Lake State Nature Area', 'Salem Hills', 'Eagan', 'Burnsville', 'Rockford', ""Kokopelli's Trail"", 'Lunch Loops', 'Buffalo Creek']","{'region_link': '', 'region_name': ''}",False
1Surfer1,https://www.trailforks.com/profile/1Surfer1,Minneapolis,Minnesota,USA,"['Oak Mountain State Park', 'CamRock', 'Waconia', 'Mission Creek', 'Battle Creek', 'Redhead Mountain Bike Park', 'Tioga Recreation Area', 'Cuyuna Country State Recreation Area', 'Lebanon Hills', 'Lone Lake Park', 'Monarch - Carver Park Reserve', 'Hall Ranch', 'Horsetooth Mountain', 'Minnetonka', 'Quarry Ridge', 'Hixon Forest - Lower and Upper', 'Bertram Chain of Lakes', 'Theodore Wirth Park', 'Whitetail Ridge', 'Willow River State Park', 'Sand Flats Recreation Area', 'Moab', 'Schnebly Hill', 'Bloomington', 'Southeast', 'Elm Creek Park', 'Lakeville', 'Rockford', 'Haunted Forest', 'Hillside City Park', 'Giants Ridge &nearr;', 'Coler Preserve', 'Crystal Bridges', 'Ridgeland Trails', 'Bogue Chitto State Park', 'Lookout Mountain Park', 'Copper Mountain', 'Ruby Hill Bike Park', 'Green Mountain', 'Hildebrand Ranch Park', 'Highlands Ranch', 'Indian Creek', 'Spirit Mountain &nearr;', 'Broken Arrow', 'Village of Oak Creek', 'Adobe Jack', 'Murphy-Hanrehan Park', 'West Lake Marion Park', 'Cottage Grove']","{'region_link': '', 'region_name': ''}",False
Bmack003,https://www.trailforks.com/profile/Bmack003,Mendota,Minnesota,USA,"['Lebanon Hills', 'Theodore Wirth Park', 'Xcel Energy Mountain Bike Park', 'Woodbury', 'The Whitefish Trail', 'Whitefish Mountain Resort', 'Haskill Basin', 'China Camp', 'Minneapolis', 'Inver Grove Heights', 'Lake Leatherwood XC and Hiking', 'Lake Leatherwood DH', 'Little Sugar', 'Slaughter Pen Trails', 'Eagan', 'Cottage Grove Bike Park', 'Minnesota River Bottoms', 'West Lake Marion Park', 'Whitetail Ridge', 'Grand Marais', 'Monarch - Carver Park Reserve', 'Salem Hills', 'Carver Lake Park', 'Cuyuna Country State Recreation Area', 'Cuyuna', 'Murphy-Hanrehan Park', 'Wanoga', ""Phil's"", 'Bend', 'Burnsville', 'Roseville', 'Bloomington', 'Harpers Ferry', 'Chaska', 'Metro', 'Pincushion Mountain Bike Trails']","{'region_link': '', 'region_name': ''}",False
Ridgy76,https://www.trailforks.com/profile/Ridgy76,unknown,unknown,unknown,"['Detroit Mountain Recreation Area', 'Gamehaven', 'Whitetail Ridge', 'Terrace Oaks', 'Prior Lake', 'Burnsville', 'Jay Cooke State Park', 'Murphy-Hanrehan Park', 'Lebanon Hills', 'Faribault', 'West Lake Marion Park', 'Park Spring Park', 'Coler Mountain Bike Preserve', 'Blowing Springs', 'Bloomington', 'Mount Kato', 'Cuyuna Country State Recreation Area', 'Mankato', 'Redhead Mountain Bike Park', 'Bayfield', 'Spooner', 'Decorah', 'Dunnings Springs/ Ice Cave Park', 'Hospital Trails', 'Hayward']","{'region_link': '', 'region_name': ''}",False
guaranlam,https://www.trailforks.com/profile/guaranlam,Lakeville,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
DavidetdWxL,https://www.trailforks.com/profile/DavidetdWxL,unknown,unknown,unknown,"['Lone Lake Park', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Battle Creek', 'Cuyuna', 'Cuyuna Country State Recreation Area', 'Carver Lake Park', 'Theodore Wirth Park', 'West Lake Marion Park', 'Xcel Energy Mountain Bike Park', 'Spirit Mountain Bike Park', 'Lawrence River Trails', 'Perry Lake State Park', 'Minneapolis', 'Minnetonka', 'Giants Ridge &nearr;', 'Elm Creek Park', 'Bloomington', 'Lutsen Mountains', 'Tofte', 'Whitetail Ridge', 'Monarch - Carver Park Reserve', 'Coler Preserve', 'Little Sugar', 'Rogers', 'Slaughter Pen Trails', 'Mount Fitzgerald', 'Crystal Bridges', 'Minnesota River Bottoms']","{'region_link': '', 'region_name': ''}",False
jonmc7583,https://www.trailforks.com/profile/jonmc7583,Lakeville,Minnesota,USA,"['Lakeville', 'Northfield', 'Lanesboro', 'Two Harbors', 'Minturn', 'Lebanon Hills']","{'region_link': '', 'region_name': ''}",False
mjc253,https://www.trailforks.com/profile/mjc253,unknown,unknown,unknown,"['Minnetonka', 'Minnesota River Trail', 'Monarch - Carver Park Reserve', 'Cuyuna Country State Recreation Area', 'Lanesboro', 'Eagan', 'Lone Lake Park', 'Chequamegon Area (CAMBA)', 'Murphy-Hanrehan Park', 'Minnesota River Bottoms', 'Bloomington', 'Irondale Township', 'Salem Hills', 'Metro Region', 'Elm Creek Park', 'Eagan Bike Park', 'Glendale', 'Sun City West', 'Lebanon Hills', 'Seeley', 'Minneapolis', 'Burnsville', 'Newry', 'Oak Lawn Township', 'Crow Wing County', 'Columbia', 'Woolly Trails', 'Carver Lake Park', 'Phoenix Sonoran Preserve', 'Theodore Wirth Park', 'Waconia', 'Chaska', 'Hayward', 'Namakagon', 'Cable', 'Roseville', 'Metro', 'Lakeville', 'Lake Rebecca', 'West Lake Marion MTB Trails', 'Savage', 'Buck Hill', 'North logan', 'Right Hand Fork', 'Rochester', 'Monticello', ""Pike's Peak"", 'Red Rock Canyon Open Space', 'Hill City', 'Storm Mountain Trails', 'Keystone', 'Walnut Woods Conservation Area', 'Rockford', 'French Rapids']","{'region_link': '', 'region_name': ''}",False
MumblesBarn,https://www.trailforks.com/profile/MumblesBarn,Minneapolis,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
Tramell88,https://www.trailforks.com/profile/Tramell88,unknown,unknown,unknown,"['Cypress Wood', 'Timberlane', 'George Mitchell Preserve Trails', 'Bluff Creek Ranch', 'The Woodlands', 'Pasadena', 'Cypress Creek', 'Brazos River Trails', 'Spring', 'Huntsville State Park', 'Coldsprings', 'Double Lake Recreation Area', 'Coler Preserve', 'Little Sugar', 'Montgomery', 'Burnsville', 'Lebanon Hills', 'Tomball', 'Missouri City', 'Kingwood', 'Sugar Land', 'Nerstrand', 'West Lake Marion Park', 'Smithville', 'Bastrop State Park', 'La Cueva', 'Ray Roberts Lake Johnson Branch Unit', 'Bloomington', 'Minnetonka']","{'region_link': '', 'region_name': ''}",False
samvenable,https://www.trailforks.com/profile/samvenable,unknown,unknown,unknown,"['Wilkins Branch Mountain Bike Park', 'Chickasaw Trace Park', 'Whitetail Ridge', 'Kinnickinnic State Park', 'Lebanon Hills', 'Battle Creek', 'Willow River State Park', 'Sunfish Lake Park', 'Carver Lake Park', 'West Lake Marion Park', 'Woodbury', 'Murphy-Hanrehan Park', 'Erie Singletrack', 'Riggins', 'Bellaire', 'Glacial Hills Pathway', 'Happy Jack', 'Marshall Mesa/Doudy Draw/Flatirons Vista', 'Cuyuna Country State Recreation Area']","{'region_link': '', 'region_name': ''}",False
Slombard,https://www.trailforks.com/profile/Slombard,Minneapolis,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
seanstahl,https://www.trailforks.com/profile/seanstahl,unknown,unknown,unknown,"['Chaska', 'Xcel Energy Mountain Bike Park', 'Eagan', 'Monument Trails at Devils Den State Park', 'Hobbs State Park', 'Park Spring Park', 'Coler Mountain Bike Preserve', 'Crystal Bridges', 'Waconia', 'Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Split Rock Wilds', 'Monarch - Carver Park Reserve', 'Shakopee', 'Carver County', 'Elm Creek Park', 'Prior Lake', 'Lebanon Hills', 'Lakeville', 'Lone Lake Park', 'Cuyuna', 'Tioga Recreation Area', 'Theodore Wirth Park', 'Detroit Mountain Recreation Area', 'Lake Rebecca', 'West Lake Marion Park', 'Sand Flats Recreation Area', 'La Sal Mountains', 'Bloomington', 'Minnesota River Bottoms', 'Chequamegon Area (CAMBA)', 'Cable']","{'region_link': '', 'region_name': ''}",False
MBK23VLX,https://www.trailforks.com/profile/MBK23VLX,unknown,unknown,unknown,"['Chaska', 'Monarch - Carver Park Reserve', 'Minnesota River Bottoms', 'Xcel Energy Mountain Bike Park', 'West Lake Marion Park', 'Carver County', 'Cuyuna Country State Recreation Area', 'Irondale Township', 'Pacific Grove', 'Hawks Ridge', 'Lake Brophy County Park', 'Duluth', 'Murphy-Hanrehan Park', 'Bloomington', 'Prior Lake', 'Vail', 'Vail Mountain', 'Champlin', 'Eagan', 'Alexandria', 'Grand Marais', 'Minnetonka', 'Lone Lake Park', 'Lake Rebecca', 'Cleary Lake Regional Park']","{'region_link': '', 'region_name': ''}",False
RocketRayLCR,https://www.trailforks.com/profile/RocketRayLCR,unknown,unknown,unknown,"['Kokopelli Loops', 'Amasa Back', 'McDowell Mountain Regional Park', 'MEDL (Mount Elden Dry Lakes)', 'Montiview Park - Mountain Bike Challenge Course', 'Maplewood', 'Lebanon Hills', 'Whitetail Ridge', 'Kinnickinnic State Park', 'Minnesota River Bottoms', 'Battle Creek', 'Roseville', 'Minneapolis', 'Marquette South Trails', 'Carver Lake Park', 'Maplelag Resort', 'Metro Region', 'Cuyuna Country State Recreation Area', 'Spirit Mountain Bike Park', 'Bertram Chain of Lakes', 'Split Rock Wilds', 'Redhead Mountain Bike Park', 'HandCut Hollow', 'Crystal Bridges', 'Mt Kessler', 'Theodore Wirth Park', 'Monticello', 'Willow River State Park', 'Britton Peak', 'Tofte', 'Mission Creek', 'St. Paul', 'Lanesboro', 'Duluth', 'Callaway', 'Sunfish Lake Park', 'Cuyuna', 'Murphy-Hanrehan Park', 'Monarch - Carver Park Reserve', 'North Mankato', 'Mankato', 'Movil Maze Recreation Area', 'Chequamegon Area (CAMBA)', 'Cable', 'Centennial Park at Millsap Mountain', 'Fayetteville', 'Park Spring Park', 'Little Sugar', 'Monument Trails at Hobbs State Park Conservation Area', 'Passion Play', 'Bentonville', 'Metro', 'Tioga Recreation Area', 'South Whiteshell', 'Chaska', 'Inver Grove Heights', 'Chisholm', 'American Legion Memorial Park', 'Hillside City Park', 'Elm Creek Park', 'Lake Elmo', 'Copper Harbor Trail System', 'Stillwater', 'Bemidji', 'Lester Park', 'Lookout Mountain', 'Woolly Trails', 'Piedmont & Brewer', 'West Lake Marion MTB Trails', 'La Crosse County', 'Southwest', 'Spirit Mountain', 'Nine Mile', 'Michigan Tech Trails', 'Rock Lake State Nature Area', 'Bertram Lake', 'Hobbs State Park', 'Mount Fitzgerald', 'Coler Preserve', 'Slaughter Pen Trails', 'Red Wing', 'Superior', 'Gamehaven', 'Reservoir Woods Park', 'Marquette', 'Bluffside Park', 'Memorial Park', 'Marquette North Trails', 'Piedmont']","{'region_link': '', 'region_name': ''}",False
koncretekahuna,https://www.trailforks.com/profile/koncretekahuna,Redmond,Oregon,USA,"['Bend', 'Wanoga', 'Post Canyon', 'Terrebonne', 'Redmond', ""Phil's"", 'Cline Butte', 'La Sal Mountains', 'Salt Lake City Foothills', 'Park City Mountain Resort &nearr;', 'Trailside Park', 'Military Reserve Park', 'Mt. Bachelor Bike Park &nearr;', 'Willow Canyon', 'Smith Rock', 'Newberry Crater', 'Suttle Lake', 'Sisters', 'Mt. Bachelor Bike Park', 'Spirit Mountain Bike Park', 'Memorial Park', 'Silver Mountain Resort', 'Gray Butte', 'Larison Trails', 'Dead Mountain', 'Taylor Creek / Briggs Valley', 'Ashland Watershed', 'Ochocos', 'Sunriver', 'Madras East Hills', 'Barnes Butte', 'Deschutes County', 'Horse Ridge', 'Radlands', 'La Pine', 'Cascade View', 'Horse Butte', 'Silver Falls State Park', 'Crooked River Ranch', 'Peterson Ridge', 'Sprague River', '66 Trails', 'Waldo Lake', 'Swan Creek Park', 'Beacon Hill', 'Northern Gallatin Range', 'Rochester', 'Van Peenen Park', 'Salem Hills', 'Lanesboro', 'Eastwood Park', 'Roseville', 'St. Paul', 'Spirit Mountain &nearr;', 'Maple Grove', 'Elk River', 'Bloomington', 'Minneapolis', 'Eagan', 'Pincushion Mountain', 'Cook County', 'Grand Marais', 'Cottage Grove', 'Lebanon Hills', 'Haunted Forest', 'Giants Ridge &nearr;', 'Coon Rapids', 'Battle Creek', 'Mont du Lac', 'Split Rock Wilds', 'Theodore Wirth Park', 'Monarch - Carver Park Reserve', 'Woodbury', 'Reservoir Woods Park', 'Hillside City Park', 'Bertram Chain of Lakes', 'Kinnickinnic State Park', 'Spirit Mountain', 'Piedmont & Brewer', 'Sunfish Lake Park', 'Whitetail Ridge', 'Pinehurst Park', 'Northwest Park', 'Chaska', 'Faribault', 'Northfield', 'Metro', 'Irondale Township', 'Red Wing', '7th Cavalry Trail System', 'Shanks Quarry - Schroeder Road - Johnson Siding', 'Hanson-Larsen Memorial Park', 'Lake Elmo', 'Levis -Trow Mound', 'Mission Creek', 'Gamehaven', 'Hixon Forest - Lower and Upper', 'Hartley Park', 'Buck Hill', 'West Lake Marion Park', 'Hudson', 'Breckenridge', 'Breckenridge &nearr;', 'Eagle Ranch', 'Red Feather Lakes', 'Beaver Meadows Resort Ranch', 'Cuyuna Country State Recreation Area', 'Duluth', 'Mount Kato &nearr;', 'Murphy-Hanrehan Park', 'Elm Creek Park', 'Rockford', 'Prior Lake', 'Minnesota River Bottoms', 'River Falls', 'Winona', 'La Crosse County', 'Pincushion Mountain Bike Trails', 'Inver Grove Heights', 'Bertram Lake', 'Welch Village MTB Park &nearr;', 'St. Croix Falls', 'Woolly Trails', 'Stillwater', 'Burnsville', 'Bobcat Ridge', 'Horsetooth Mountain', 'Stratton Open Space', 'Oil Well Flats', 'South Cañon', 'Royal Gorge Park', ""Kokopelli's Trail"", 'Amasa Back', 'Moab', 'Lunch Loops', 'Fruita', '18 Road', 'Rabbit Valley', 'Salt Lake City', 'Corner Canyon', 'Murray', 'Minnesota River Trail', 'Lake Rebecca', 'White Pine', 'Welch Village MTB Park', 'Terrace Oaks', 'Piedmont', 'Copper Harbor Trail System', 'Upper Hixon Forest', 'Carver Lake Park', 'Southeast', 'Cherry Hill', 'Sand Flats Recreation Area', 'Grand Junction', 'Georgetown', 'The Hidden Gem', 'Mount Ashwabay', 'Bayfield', 'Red Wing &nearr;', 'Copper Harbor', 'Lester Park', 'Marquette South Trails', 'Coler Preserve', 'Lake Leatherwood', 'Back 40', 'Slaughter Pen Trails', 'Desert Hills', 'Boulder City']","{'region_link': '', 'region_name': ''}",False
sudocrushms,https://www.trailforks.com/profile/sudocrushms,unknown,unknown,unknown,"['Theodore Wirth Park', 'West Lake Marion Park', 'Monarch - Carver Park Reserve', 'Marquette', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Spirit Mountain Bike Park &nearr;', 'Xcel Energy Mountain Bike Park', 'Spirit Mountain Bike Park', 'Cuyuna Country State Recreation Area', 'Lakeville', 'Minneapolis', 'Metro Region', 'Carver Lake Park', 'Battle Creek']","{'region_link': '', 'region_name': ''}",False
Spikekris,https://www.trailforks.com/profile/Spikekris,unknown,unknown,unknown,"['Albert Lea', 'McLeod County', ""Kaplan's Woods Park"", 'Fergus Falls', 'Detroit Mountain Recreation Area', 'Cuyuna Country State Recreation Area', 'Cuyuna', 'Osage', 'West Lake Marion Park', 'Mower County', 'Theodore Wirth Park', 'Lebanon Hills']","{'region_link': '', 'region_name': ''}",False
